contractor_raw,normalized_name,ticker,parent_company,relationship,is_public,confidence,reasoning,resolved_at,resolver_model,llm_cache_key,skills_version
"L2 Aviation Solutions LLC, doing business as L2 Aviation","L2 Aviation Solutions, doing business as L2 Aviation",,,private,false,0.85,Small aviation services firm; no public listing identified.,2026-09-02 16:05:30,claude-haiku-4-5,db5ca932a2f01593fa7ac452667ade641f0f870fb58371a6c0714c1d3c69bc61,sk-5c88474c
L3 Technologies Inc.,L3 Technologies,LHX,L3Harris Technologies Inc,subsidiary,true,0.99,Deterministic exact alias match on 'L3 Technologies' in data/universe.csv -> LHX (L3Harris Technologies Inc); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
"L3 Technologies, Inc",L3 Technologies,LHX,L3Harris Technologies Inc,subsidiary,true,0.99,Deterministic exact alias match on 'L3 Technologies' in data/universe.csv -> LHX (L3Harris Technologies Inc); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
L3Harris Corp.,L3Harris,LHX,L3Harris Technologies Inc,direct,true,0.99,Deterministic exact alias match on 'L3Harris' in data/universe.csv -> LHX (L3Harris Technologies Inc); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
L3Harris Global Communications Inc.,L3Harris Global Communications,LHX,L3Harris Technologies,subsidiary,true,0.95,"Division of L3Harris Technologies, a publicly listed defense contractor.",2026-09-02 16:05:30,claude-haiku-4-5,db5ca932a2f01593fa7ac452667ade641f0f870fb58371a6c0714c1d3c69bc61,sk-5c88474c
L3Harris Technologies Communication Systems – West,L3Harris Technologies Communication Systems – West,LHX,L3Harris Technologies Inc,subsidiary,true,0.94,Deterministic alias prefix match on 'L3Harris Technologies Inc' in data/universe.csv -> LHX (L3Harris Technologies Inc); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
L3Harris Technologies Inc.,L3Harris Technologies Inc,LHX,L3Harris Technologies Inc,direct,true,0.99,Deterministic exact alias match on 'L3Harris Technologies Inc' in data/universe.csv -> LHX (L3Harris Technologies Inc); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
LATG Inc.,LATG,,,private,false,0.88,No match to any recognized public company or listed subsidiary; appears to be a small private firm.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"La Playa Inc. of Virginia,*",La Playa of Virginia,,,private,false,0.9,Small regional contractor; no public listing.,2026-09-02 16:05:30,claude-haiku-4-5,db5ca932a2f01593fa7ac452667ade641f0f870fb58371a6c0714c1d3c69bc61,sk-5c88474c
Labatt Institutional Supply Co.,Labatt Institutional Supply Co.,,,private,false,0.85,Small supply firm; no public listing identified.,2026-09-02 16:05:30,claude-haiku-4-5,db5ca932a2f01593fa7ac452667ade641f0f870fb58371a6c0714c1d3c69bc61,sk-5c88474c
Laboratory Corp. of America,Laboratory Corp. of America,LH,Laboratory Corporation of America Holdings,direct,true,0.95,LabCorp is a publicly listed clinical laboratory company (NYSE: LH).,2026-09-02 16:05:30,claude-haiku-4-5,db5ca932a2f01593fa7ac452667ade641f0f870fb58371a6c0714c1d3c69bc61,sk-5c88474c
"Landology Inc.,*",Landology,,,private,false,0.85,Small environmental or land services firm; no public listing found.,2026-09-02 16:05:30,claude-haiku-4-5,db5ca932a2f01593fa7ac452667ade641f0f870fb58371a6c0714c1d3c69bc61,sk-5c88474c
"Language Associates LLC, doing business as Diplomatic Language Services",Language Associates,,,private,false,0.92,Small language services firm; no match to any listed company despite the DBA trade name.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Largo Resources USA Inc.,*",Largo Resources USA,,,private,false,0.85,"Largo Resources is a listed mining company (LGO on TSX, LGORF OTC), but this is a USA subsidiary; unclear if the award is to the parent or subsidiary, so treating as private to avoid forced mapping.",2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Laurel Technologies Partnership,Laurel Technologies Partnership,,,private,false,0.9,Partnership structure and lack of recognizable public-company affiliation indicate a private firm.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Lawman Heating & Cooling Inc.,*",Lawman Heating & Cooling,,,private,false,0.93,HVAC contractor; no connection to any listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Leidos Inc.,Leidos,LDOS,Leidos Holdings Inc,direct,true,0.99,Deterministic exact alias match on 'Leidos' in data/universe.csv -> LDOS (Leidos Holdings Inc); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Leonardo DRS Airborne and Intelligence Systems,Leonardo DRS Airborne and Intelligence Systems,DRS,Leonardo DRS,subsidiary,true,0.72,"DRS Technologies acquired by Leonardo (Italian defense group) in 2007; DRS trades as DRS on NASDAQ but ownership is uncertain post-cutoff, capping confidence at 0.72.",2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Liberty Global Logistics LLC,Liberty Global Logistics,,,private,false,0.91,Logistics firm; no affiliation to Liberty Global Communications (listed) or other public company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Link Technologies Inc.,*",Link Technologies,,,private,false,0.88,Generic tech services name with no match to any recognized listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Linmarr Associates Inc.,Linmarr Associates,,,private,false,0.9,No match to any public company or recognizable subsidiary.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Loc Performance Products LLC, doing business as American Rheinmetall",Loc Performance Products,RMT,Rheinmetall,subsidiary,true,0.78,"American Rheinmetall is the DBA; Rheinmetall is German-listed (RMT on Frankfurt/Xetra); U.S. subsidiary may have changed status post-cutoff, capping confidence at 0.78.",2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Lockheed Martin,Lockheed Martin Corporation,LMT,Lockheed Martin Corporation,direct,true,0.99,Deterministic exact alias match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Corp.,Lockheed Martin Corporation,LMT,Lockheed Martin Corporation,direct,true,0.99,Deterministic exact alias match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Corporation,Lockheed Martin Corporation,LMT,Lockheed Martin Corporation,direct,true,0.99,Deterministic exact alias match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Aeronautics Co.,Lockheed Martin Aeronautics,LMT,Lockheed Martin Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'Lockheed Martin Aeronautics' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Corp. Rotary & Mission Systems,Lockheed Martin Rotary and Mission Systems,LMT,Lockheed Martin Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'Lockheed Martin Rotary and Mission Systems' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Rotary & Mission Systems,Lockheed Martin Rotary and Mission Systems,LMT,Lockheed Martin Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'Lockheed Martin Rotary and Mission Systems' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Rotary and Mission Systems,Lockheed Martin Rotary and Mission Systems,LMT,Lockheed Martin Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'Lockheed Martin Rotary and Mission Systems' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
"Lockheed Martin Corp., Lockheed Martin Aeronautics Co.","Lockheed Martin Corp., Lockheed Martin Aeronautics",LMT,Lockheed Martin Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-02 15:48:38,deterministic,,sk-5c88474c
Lockheed Martin Missile and Fire Control,Lockheed Martin Missile and Fire Control,LMT,Lockheed Martin Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Rotary Mission Systems,Lockheed Martin Rotary Mission Systems,LMT,Lockheed Martin Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Services LLC,Lockheed Martin Services,LMT,Lockheed Martin Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Sippican Inc.,Lockheed Martin Sippican,LMT,Lockheed Martin Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Lockheed Martin Space,Lockheed Martin Space,LMT,Lockheed Martin Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Lockheed Martin Corporation' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
"Lowery Property Advisors LLC,*",Lowery Property Advisors,,,private,false,0.92,Real estate advisory firm; no affiliation to any listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Luhr Crosby LLC,Luhr Crosby,,,private,false,0.9,No match to any recognized public company or subsidiary.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Luxfer Magtech Inc.,Luxfer Magtech,LXFR,Luxfer Holdings,subsidiary,true,0.85,"Luxfer Holdings (LXFR, NASDAQ) manufactures composite cylinders and aerospace products; Luxfer Magtech is a division.",2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Lyon Shipyard & Fabrication, LLC.,*",Lyon Shipyard & Fabrication,,,private,false,0.89,Regional shipyard; no affiliation to any listed defense or maritime company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
M.C Dean,M.C. Dean,,,private,false,0.92,"M.C. Dean is a privately held electrical/systems engineering contractor based in Tysons, Virginia, with no public listing.",2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
M1 Support Services L.P.,M1 Support Services,,,private,false,0.88,Private military/logistics support firm; no match to any listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
MABA Aero LLC,MABA Aero,,,private,false,0.89,Small aerospace subcontractor; no affiliation to any listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
MCP Computer Products Inc.,MCP Computer Products,,,private,false,0.91,Niche IT products company with no public-market presence; typical size and profile for a private DoD supplier.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
MCT Industries,MCT Industries,,,private,false,0.92,Small industrial or manufacturing firm with no public-company affiliation; generic name typical of private contractors.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
MGC Roofing & Construction Inc.,MGC Roofing & Construction,,,private,false,0.93,Regional roofing and construction company with no public affiliation; construction at this level is typically private.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
"MGE Engineering Inc.,*",MGE Engineering,,,private,false,0.92,Engineering services firm marked as small-business awardee; no public-company match.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
MH Contracting LLC,MH Contracting,,,private,false,0.93,Small contracting firm with no public-company identity; generic name typical of private regional contractors.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
"MK Engineers Ltd.,*",MK Engineers,,,private,false,0.95,Engineering services firm typical of DoD awards; initials do not resolve to a known public entity.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"MM Manufacturing LLC,*",MM Manufacturing,,,private,false,0.95,Small manufacturing shop; initials and name do not map to any listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"MSAB LLC,*",MSAB,,,private,false,0.85,Acronym MSAB does not match any known public ticker; likely a small business services firm.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
MTU Maintenance Berlin-Brandenburg (MTU-BB),MTU Maintenance Berlin-Brandenburg,MTX.DE,MTU Aero Engines AG,subsidiary,true,0.92,"MTU Maintenance Berlin-Brandenburg is the engine-MRO subsidiary of MTU Aero Engines AG, listed on the Frankfurt Stock Exchange.",2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
"MX Construction Inc.,*",MX Construction,,,private,false,0.95,Regional construction firm with no identifiable parent company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
Ma'at Enterprises Inc.,Ma'at Enterprises,,,private,false,0.9,No match to any recognized public company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"MacDonald-Bedford LLC,*",MacDonald-Bedford,,,private,false,0.91,Small firm with no affiliation to any listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Maeda-Onaka JV,Maeda-Onaka JV,,,joint_venture,false,0.7,"Joint venture between two construction firms; neither Maeda nor Onaka is recognizably public, so no ticker assigned despite joint-venture form.",2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
Maersk Line Ltd.,Maersk Line,MAERSK.B,A.P. Moeller-Maersk,subsidiary,true,0.88,Maersk Line is shipping division of A.P. Moeller-Maersk (MAERSK.B on Copenhagen exchange); parent is Danish-listed.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Mainstream Engineering Corp.,*",Mainstream Engineering,,,private,false,0.89,No match to any listed company despite the generic name.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Makers Architecture and Urban Design LLP,*",Makers Architecture and Urban Design,,,private,false,0.91,Architecture and design firm; no affiliation to any listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
"Maloof Weathertight Solutions LLC,*",Maloof Weathertight Solutions,,,private,false,0.91,Waterproofing/building-envelope contractor; no affiliation to any listed company.,2026-09-02 16:05:43,claude-haiku-4-5,8e2153c524e9a5482fb007b0858c9e315a697ee72da8e67cb61355cf223d84bd,sk-5c88474c
ManTech Advanced Systems International Inc.,Mantech Advanced Systems International,,,private,false,0.9,ManTech is a well-known DoD IT contractor but remains privately held by Carlyle Group and other PE investors; not publicly listed.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Mantech Advanced Systems International Inc.,Mantech Advanced Systems International,,,private,false,0.9,ManTech is a well-known DoD IT contractor but remains privately held by Carlyle Group and other PE investors; not publicly listed.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Manson Construction Co.,Manson Construction,,,private,false,0.95,Small construction firm with no presence in the public-company universe; construction companies at this scale are typically private unless part of a larger listed group.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Marine Hydraulics International LLC,Marine Hydraulics International,,,private,false,0.92,Specialized hydraulics manufacturer for marine applications; no indication of public ownership and typical size for a private defense subcontractor.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Marine Solutions Inc.,Marine Solutions,,,private,false,0.9,Small marine services firm with no recognizable public-company affiliation; typical of private DoD contractors in the marine domain.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Marinex Construction Inc.,Marinex Construction,,,private,false,0.92,Regional construction company with no indication of public ownership; construction at this award level is typically private.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
"Maron Construction Co. Inc.,*",Maron Construction,,,private,false,0.93,Small construction firm marked as small-business awardee; construction contractors at this scale are private unless subsidiaries of listed groups.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Martin-Baker America Inc.,Martin-Baker America,,,private,false,0.85,Martin-Baker is a UK aerospace company (privately held); the US subsidiary is not separately listed and is part of the private parent.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Marvin Engineering Co.,Marvin Engineering,,,private,false,0.92,Engineering services firm with no public-company affiliation detectable; typical of private DoD contractors.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Matson Navigation Co. Inc.,Matson Navigation,MATX,Matson Inc.,direct,true,0.88,Matson Inc. (MATX) is a publicly traded maritime and logistics company; Matson Navigation is its operating subsidiary.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Maximus Federal Services Inc.,Maximus Federal Services,MMS,Maximus Inc.,subsidiary,true,0.92,Maximus Inc. (MMS) is a publicly traded government services and IT contractor; Federal Services is a division of that public parent.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Maycor LLC,Maycor,,,private,false,0.93,Small specialized contractor with no public-company identity; name does not match any listed defense or services firm.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
"McKenzie Construction & Site Development LLC,*",McKenzie Construction & Site Development,,,private,false,0.94,Regional construction firm marked as small-business awardee; no public-company affiliation evident.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
McMillen Inc.,McMillen,,,private,false,0.9,Small engineering or construction firm with no recognizable public ownership; name does not match any listed company.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
"McRae Industries Inc.,*",McRae Industries,,,private,false,0.92,Manufacturing or industrial firm with small-business designation; no match to any public company in defense or industrials.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Meggitt Defense Systems Inc.,Meggitt Defense Systems,MGGT,Meggitt plc,subsidiary,true,0.88,"Meggitt plc (MGGT, LSE-listed) is a UK-based aerospace and defense supplier; the Defense Systems division is part of the public parent.",2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
"Mercy Medical Equipment Co.,*",Mercy Medical Equipment,,,private,false,0.93,Medical equipment supplier marked as small-business awardee; no affiliation with public healthcare or medical-device companies.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Metrea Strategic Mobility Inc.,Metrea Strategic Mobility,,,private,false,0.91,Specialized mobility/logistics services firm with no detectable public ownership; name and profile consistent with private DoD contractor.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
"Miami Marine Services LLC,*",Miami Marine Services,,,private,false,0.93,Regional marine services firm marked as small-business awardee; no affiliation with listed maritime or defense companies.,2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Michael Baker International Inc.,Michael Baker International,,,private,false,0.88,Michael Baker International has been privately held since its 2013 acquisition by DC Capital Partners and is no longer NYSE-listed.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Michels Construction Inc.,Michels Construction,,,private,false,0.92,"Specialized heavy construction contractor; while Michels is a major regional firm, it remains privately held and is not publicly listed.",2026-09-02 16:05:55,claude-haiku-4-5,086761d7bbefc68c418e041458d6ec0d0f9f596e601d84fdb1e2018aedb596be,sk-5c88474c
Mike Hooks LLC,Mike Hooks,,,private,false,0.95,Small contracting LLC with no recognizable public-company affiliation; typical of DoD awards below the publicity threshold.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Mikel Inc.,*",Mikel,,,private,false,0.95,Small business awardee with no known parent; name does not match any listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Millburn Harbor Inc.,*",Millburn Harbor,,,private,false,0.95,Harbor/marine services operator typical of regional construction or dredging firms; no public-company match.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
Miller Electric Co. Inc.,Miller Electric,,,private,false,0.95,Electrical contracting firm; common name with no identifiable connection to a listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
Miltrain JV LLC,Miltrain JV,,,joint_venture,false,0.7,"Name is an unrecognised small-business joint venture with no identifiable public parent, so no ticker is assigned per JV handling.",2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Mission Systems Orchard Park Inc.,Mission Systems Orchard Park,,,private,false,0.75,"While 'Mission Systems' echoes Northrop Grumman's division, Orchard Park is a geographic specifier suggesting an independent regional operating unit, not a direct subsidiary.",2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
Miwok Construction LLC,Miwok Construction,,,private,false,0.95,Regional construction firm; name has no match to any listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Mobley Contractors Inc.,*",Mobley Contractors,,,private,false,0.95,Small business contractor with no public-company affiliation indicated by name.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Modern Technology Solutions Inc. (MTSI),*",Modern Technology Solutions,,,private,false,0.85,Acronym MTSI is not a ticker; the descriptive name suggests a small consulting or services firm distinct from the listed tech companies.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
Moog Military Aircraft LLC,Moog Military Aircraft,MOG,Moog Inc.,subsidiary,true,0.9,Moog Inc. (MOG) is a publicly traded manufacturer of aircraft control systems and components; Military Aircraft is a division of the listed parent.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Morrish-Wallace Construction Inc.,*",Morrish-Wallace Construction,,,private,false,0.95,Regional construction joint venture or partnership with no identifiable public-company parent.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Motive Power Marine LLC,*",Motive Power Marine,,,private,false,0.95,Specialized marine or logistics services provider; no connection to a listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Mozaic Chapter NYSARC Inc.,*",Mozaic Chapter NYSARC,,,private,false,0.95,Nonprofit services organization (NYSARC implies New York State Association for Retarded Citizens); not a for-profit listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
"Mozaic Chapter NYSARC Inc.,**",Mozaic Chapter NYSARC,,,private,false,0.95,Nonprofit services organization (NYSARC implies New York State Association for Retarded Citizens); not a for-profit listed company.,2026-09-02 16:06:07,claude-haiku-4-5,fe00433e75a5cd71fb030e16f50cd3a350ecd43e06e4b58993aed5f5e99e0fd8,sk-5c88474c
